		ndcg	pak	apk	map	no gt precision	no gt recall
	solr	0.5896084319766756	0.800000011920929	0.5433333333333333	0.46581967213114767	0.8076923076923077	0.20792079207920824	
	ols	0.9099466049873366	0.800000011920929	0.6433333333333333	0.5040710382513662	0.5538461538461539	0.1782178217821785	
	semantic-similarity	0.892210845475489	1.0	1.0	0.4075409836065574	0.7846153846153846	0.25247524752475287	
	pagerank	0.892210845475489	1.0	1.0	0.4081967213114754	0.7846153846153846	0.25247524752475287	
	
frontal lobe	bm25	0.892210845475489	1.0	1.0	0.40562841530054644	0.8307692307692308	0.2660098522167492	
	vsm	0.892210845475489	1.0	1.0	0.40562841530054644	0.8307692307692308	0.2660098522167492	
	class-match-measure	0.892210845475489	1.0	1.0	0.40562841530054644	0.8307692307692308	0.2660098522167492	
	tf_idf	0.892210845475489	1.0	1.0	0.4081967213114754	0.8307692307692308	0.2660098522167492	
	boolean	0.892210845475489	1.0	1.0	0.4039890710382513	0.8307692307692308	0.2660098522167492	
	zooma	0.3026024134988135	0.20000000298023224	0.2	0.18377049180327865	0.9230769230769231	0.05911330049261094	
	bioportal	0.8486987932505933	0.800000011920929	0.71	0.48215846994535533	0.7230769230769232	0.23152709359605952	
	solr	0.892210845475489	1.0	1.0	0.46581967213114767	0.8307692307692308	0.2660098522167492	
	ols	0.8696762340896294	0.800000011920929	0.76	0.5040710382513662	0.7230769230769232	0.23152709359605952	
	semantic-similarity	0.892210845475489	1.0	1.0	0.4075409836065574	0.8307692307692308	0.2660098522167492	
	pagerank	0.892210845475489	1.0	1.0	0.4081967213114754	0.8307692307692308	0.2660098522167492	
	
generalized anxiety	bm25	1.0	1.0	1.0	0.40562841530054644	0.8461538461538461	0.06748466257668725	
	vsm	1.0	1.0	1.0	0.40562841530054644	0.8461538461538461	0.06748466257668725	
	class-match-measure	1.0	1.0	1.0	0.40562841530054644	0.8461538461538461	0.06748466257668725	
	tf_idf	1.0	1.0	1.0	0.4081967213114754	0.8461538461538461	0.06748466257668725	
	boolean	1.0	1.0	1.0	0.4039890710382513	0.8461538461538461	0.06748466257668725	
	zooma	0.0	0.0	0.0	0.18377049180327865	0.15384615384615385	0.012269938650306775	
	bioportal	1.0	1.0	1.0	0.48215846994535533	0.8461538461538461	0.06748466257668725	
	solr	1.0	1.0	1.0	0.46581967213114767	0.8461538461538461	0.06748466257668725	
	ols	1.0	1.0	1.0	0.5040710382513662	0.8461538461538461	0.06748466257668725	
	semantic-similarity	1.0	1.0	1.0	0.4075409836065574	0.8461538461538461	0.06748466257668725	
	pagerank	1.0	1.0	1.0	0.4081967213114754	0.8461538461538461	0.06748466257668725	
	
hemoglobin e thalassemia	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
genetic modification	bm25	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	vsm	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	boolean	0.0	0.0	0.0	0.4039890710382513	NaN	0.0	
	zooma	0.6934264036172708	0.4000000059604645	0.5833333333333333	0.18377049180327865	0.34615384615384615	0.05521472392638046	
	bioportal	0.6934264036172708	0.4000000059604645	0.5833333333333333	0.48215846994535533	0.3333333333333333	0.079754601226994	
	solr	0.8503449055347547	0.4000000059604645	0.7	0.46581967213114767	0.2820512820512821	0.06748466257668724	
	ols	0.6934264036172708	0.4000000059604645	0.5833333333333333	0.5040710382513662	0.3333333333333333	0.079754601226994	
	semantic-similarity	0.0	0.0	0.0	0.4075409836065574	NaN	0.0	
	pagerank	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	
heart ventricle	bm25	0.6366824387328317	0.5	0.5	0.40562841530054644	0.8461538461538461	0.1229050279329611	
	vsm	0.6366824387328317	0.5	0.5	0.40562841530054644	0.8461538461538461	0.1229050279329611	
	class-match-measure	0.6366824387328317	0.5	0.5	0.40562841530054644	0.8461538461538461	0.1229050279329611	
	tf_idf	0.6366824387328317	0.5	0.5	0.4081967213114754	0.8461538461538461	0.1229050279329611	
	boolean	0.6366824387328317	0.5	0.5	0.4039890710382513	0.8461538461538461	0.1229050279329611	
	zooma	0.39038004999210174	0.25	0.25	0.18377049180327865	0.3076923076923077	0.022346368715083838	
	bioportal	0.7606395682357036	0.75	0.47916666666666663	0.48215846994535533	0.5192307692307693	0.1508379888268159	
	solr	0.6366824387328317	0.5	0.5	0.46581967213114767	0.5384615384615384	0.15642458100558684	
	ols	0.7606395682357036	0.75	0.47916666666666663	0.5040710382513662	0.5576923076923077	0.16201117318435782	
	semantic-similarity	0.6366824387328317	0.5	0.5	0.4075409836065574	0.8461538461538461	0.1229050279329611	
	pagerank	0.6366824387328317	0.5	0.5	0.4081967213114754	0.8461538461538461	0.1229050279329611	
	
venous thrombosis	bm25	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.40562841530054644	0.8461538461538461	0.1271676300578037	
	vsm	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.40562841530054644	0.8461538461538461	0.1271676300578037	
	class-match-measure	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.40562841530054644	0.8461538461538461	0.1271676300578037	
	tf_idf	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.4081967213114754	0.8461538461538461	0.1271676300578037	
	boolean	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.4039890710382513	0.8461538461538461	0.1271676300578037	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.48215846994535533	0.6153846153846154	0.13872832369942226	
	solr	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.46581967213114767	0.8461538461538461	0.1271676300578037	
	ols	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.5040710382513662	0.8461538461538461	0.1271676300578037	
	semantic-similarity	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.4075409836065574	0.8461538461538461	0.1271676300578037	
	pagerank	0.7653606369886218	0.6666666865348816	0.6666666666666666	0.4081967213114754	0.8461538461538461	0.1271676300578037	
	
